credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default,Default_Prob_Logistic_Regression,Expected_Loss_Logistic_Regression,Default_Prob_Decision_Tree,Expected_Loss_Decision_Tree,Default_Prob_Random_Forest,Expected_Loss_Random_Forest
1,4316.701556,6736.890358,84754.87494,6,652,0,5.298833469184627e-10,2.058613441327274e-06,0.0,0.0,0.0,0.0
1,3686.66392,5938.531242,75812.2168,6,664,0,1.05968942125242e-09,3.516046880163281e-06,0.0,0.0,0.0,0.0
1,2717.14864,5098.136921,68292.86853,8,611,0,1.6088600979277788e-10,3.934360824331258e-07,0.0,0.0,0.0,0.0
4,5551.406926,21978.62562,82247.73094,0,584,1,0.9999999585386931,4996.266026248272,1.0,4996.2662334,1.0,4996.2662334
0,5257.695382,5271.987307,82016.17349,6,689,0,2.1543571736352086e-12,1.0194258386700367e-08,0.0,0.0,0.0,0.0
0,5223.810485,759.7373479,75973.73479,1,607,0,3.3672783769676103e-09,1.583102168236547e-05,0.0,0.0,0.0,0.0
1,3945.033115,6321.130803,59620.19667,5,663,0,1.9057946688055605e-07,0.0006766580770945555,0.0,0.0,0.0,0.0
0,3870.184913,2745.967137,58137.25849,6,683,0,2.0224316879666653e-11,7.044466145707541e-08,0.0,0.0,0.0,0.0
0,5170.2069,8388.401932,108779.8893,4,607,0,3.8009155553227367e-11,1.7686367847402252e-07,0.0,0.0,0.005,23.265931050000003
5,4455.723618,21759.58907,68241.17866,4,576,1,0.9999999353074545,4010.150996773107,1.0,4010.1512562000003,1.0,4010.1512562000003
4,4151.014379,17360.34761,71820.75195,5,660,1,0.988446809574818,3692.75122747957,1.0,3735.9129411000004,0.985,3679.8742469835
4,3051.61728,10024.90118,48494.12671,6,637,1,0.6863048910584537,1884.9058784122453,1.0,2746.455552,0.71,1949.9834419199997
0,5740.595124,2581.281227,91947.97899,3,697,0,4.770453694963189e-12,2.464671889851612e-08,0.0,0.0,0.0,0.0
0,3053.4584,3094.031735,40897.46938,4,706,0,1.4689878960377095e-08,4.036944087589204e-05,0.0,0.0,0.0,0.0
0,1112.383352,1322.757658,24520.80048,5,584,0,1.0458466655258799e-07,0.0001047044177528131,0.0,0.0,0.0,0.0
2,5872.348053,10641.32316,88164.80104,5,704,0,1.2732418221108303e-06,0.0067292272215636354,0.0,0.0,0.0,0.0
0,6991.154304,7661.292875,88218.4196,4,537,0,4.044668646028532e-09,2.54492123516426e-05,0.0,0.0,0.0,0.0
1,1836.301053,2924.502726,38467.13608,7,638,0,2.0120041464450294e-08,3.325180799481636e-05,0.0,0.0,0.0,0.0
1,3706.046085,7351.58788,68886.89942,7,642,0,3.77810810643742e-09,1.2601658480912248e-05,0.0,0.0,0.0,0.0
2,6645.939716,13947.08362,86010.74948,4,738,0,0.00012249135152826612,0.732663124189399,0.0,0.0,0.0,0.0
0,3767.153254,670.0294215,67002.94215,2,699,0,4.5927299755800467e-10,1.5571365905024742e-06,0.0,0.0,0.0,0.0
0,1558.063447,228.7759359,22877.59359,4,614,0,1.7416424486589863e-07,0.0002442230493299227,0.0,0.0,0.005,7.0112855115
5,4280.901448,21337.62586,71207.07966,3,536,1,0.9999999864942632,3852.811251164944,1.0,3852.8113031999997,1.0,3852.8113031999997
1,4831.622696,8656.907109,75881.66304,6,648,0,1.8170875635189148e-08,7.901533361265599e-05,0.0,0.0,0.0,0.0
5,3873.884643,14173.27461,56460.59783,5,587,1,0.9999473870376904,3486.3127438079573,1.0,3486.4961786999997,1.0,3486.4961786999997
5,3820.317973,20556.49054,65340.00297,2,570,1,0.9999999968813178,3438.286164977078,1.0,3438.2861757,1.0,3438.2861757
1,2798.405931,4960.005326,47001.6558,5,626,0,1.1386838582547808e-06,0.0028678496962267278,0.0,0.0,0.0,0.0
1,10750.67781,16953.23765,148412.1805,6,657,0,4.6900048347980333e-11,4.5378657815630343e-07,0.0,0.0,0.015,145.13415043499998
0,3720.388112,2710.786217,60497.07339,8,537,0,6.222319368417424e-12,2.0834498706594782e-08,0.0,0.0,0.0,0.0
3,4580.326244,19090.83061,98022.9034,5,620,0,0.10452976589984714,430.9023870272215,0.0,0.0,0.125,515.28670245
1,4607.401645,7217.286288,61999.13539,5,684,0,1.9097812223221167e-07,0.0007919216230785328,0.0,0.0,0.005,20.733307402500003
5,3170.584041,16677.87025,54001.22125,4,559,1,0.9999996467470693,2853.524628883706,1.0,2853.5256369000003,1.0,2853.5256369000003
0,3701.529835,3517.488543,108757.5181,6,646,0,5.838465809039347e-15,1.94501298445079e-11,0.0,0.0,0.0,0.0
2,3389.782136,6307.384263,57851.05881,7,684,0,2.8638703954309324e-07,0.0008737107035625927,0.0,0.0,0.0,0.0
1,3468.06134,6551.41723,58123.04283,5,710,0,1.2293766079806404e-07,0.0003837198137794195,0.0,0.0,0.0,0.0
3,2287.226053,10928.72521,63284.29724,6,567,0,0.019770539082295886,40.69772286379367,0.0,0.0,0.03,61.75510343099999
5,5258.974101,18794.89085,77619.92194,5,554,1,0.9999794253714158,4732.979309605024,1.0,4733.0766909,1.0,4733.0766909
5,4029.120901,23608.0297,70688.73847,4,596,1,0.999999971434648,3626.2087073160687,1.0,3626.2088108999997,1.0,3626.2088108999997
1,7019.336502,9952.827512,110965.3861,5,713,0,1.4685936869344326e-10,9.277697945975062e-07,0.0,0.0,0.0,0.0
0,1518.856821,1485.504338,23487.26805,5,659,0,3.561073845867662e-08,4.867885170792722e-05,0.0,0.0,0.0,0.0
4,5344.280514,16625.41606,82439.8231,5,645,1,0.8936147757919244,4298.155229958535,1.0,4809.8524626,0.825,3968.1282816450002
0,3477.563283,6168.541862,68438.7965,1,570,0,3.6125917083368454e-06,0.011306714653244213,0.0,0.0,0.01,31.298069547
0,4539.229409,6695.674712,73091.33791,4,566,0,1.4533369153360206e-08,5.937326700550747e-05,0.0,0.0,0.0,0.0
1,4120.605738,8255.551696,88115.23073,5,662,0,5.290052538506112e-09,1.961839876004078e-05,0.0,0.0,0.0,0.0
5,5306.728464,25481.92106,79951.54362,3,602,1,0.9999999946236999,4776.055591922492,1.0,4776.0556176,1.0,4776.0556176
0,5267.037049,2489.257335,82944.96304,5,707,0,5.804106968483399e-13,2.7513401795425022e-09,0.0,0.0,0.0,0.0
0,2744.111896,494.3763363,49437.63363,5,586,0,4.68258269355358e-10,1.1564577786045691e-06,0.0,0.0,0.0,0.0
0,3792.071493,3266.935489,68043.64475,4,634,0,4.260658380680207e-10,1.454104906811006e-06,0.0,0.0,0.0,0.0
0,4839.068242,4959.499543,96052.80964,4,533,0,7.48078640124344e-11,3.2580032309498344e-07,0.0,0.0,0.005,21.775807089000004
0,6063.826281,10616.091,109410.8895,4,730,0,2.5419007824779427e-11,1.3872280291635792e-07,0.0,0.0,0.0,0.0
5,3856.004879,15893.48182,56810.17836,4,473,1,0.999999774079904,3470.403607065907,1.0,3470.4043911000003,1.0,3470.4043911000003
5,6034.801727,24343.61112,88787.26103,6,632,1,0.9999735775799811,5431.178045640635,1.0,5431.321554300001,1.0,5431.321554300001
1,3431.120237,7844.952603,77433.65621,6,598,0,1.5635089793743007e-08,4.828128569876141e-05,0.0,0.0,0.0,0.0
0,3951.453463,3700.167549,64884.76551,4,565,0,4.376407906996231e-09,1.5563854961640753e-05,0.0,0.0,0.0,0.0
0,3350.695188,4183.271266,82829.09709,7,620,0,4.0242881491392286e-13,1.2135746642801616e-09,0.0,0.0,0.0,0.0
1,2228.199334,4766.236017,42731.76309,5,766,0,1.3975100128784694e-07,0.0002802537791958723,0.0,0.0,0.0,0.0
4,4562.733611,9665.306455,48504.94677,4,572,1,0.9949905516758717,4085.889149483038,1.0,4106.4602499,0.75,3079.845187425
0,5974.979317,877.4243843,87742.43843,3,664,0,4.256827890039342e-12,2.2891012739112437e-08,0.0,0.0,0.0,0.0
5,6721.072484,25907.17451,102597.841,5,653,1,0.99997850250768,6048.835198016304,1.0,6048.965235600001,0.995,6018.720409422
2,6050.204453,10503.40296,87025.5691,8,624,0,3.424139653102457e-08,0.00018645070479204927,0.0,0.0,0.0,0.0
0,3937.876791,3024.051431,65543.04798,6,593,0,3.656039984371254e-11,1.2957331501281208e-07,0.0,0.0,0.0,0.0
3,3669.635064,14239.42593,74670.59076,4,655,0,0.2417714034783452,798.4915377089644,0.0,0.0,0.355,1172.448402948
2,4656.944711,13392.95046,103638.5684,8,653,0,1.1023484141837934e-08,4.620218055401209e-05,0.0,0.0,0.0,0.0
1,4190.392111,7619.35853,76200.96491,6,713,0,1.8306923067849003e-09,6.904186740017855e-06,0.0,0.0,0.0,0.0
0,6217.102005,4404.524101,80737.53377,4,617,0,1.740831416375679e-10,9.7406338402046e-07,0.0,0.0,0.0,0.0
0,3102.510334,4574.620647,53175.67369,4,651,0,1.616471679742556e-08,4.513608081917657e-05,0.0,0.0,0.0,0.0
5,2385.002039,11927.60938,38253.49894,4,502,1,0.999999517323221,2146.500799033408,1.0,2146.5018351,1.0,2146.5018351
5,5086.134661,24552.63619,78546.94374,4,607,1,0.9999999380783197,4577.520911452196,1.0,4577.5211949,1.0,4577.5211949
5,7177.776071,40614.44432,124551.1093,5,593,1,0.9999999993896918,6459.99845995741,1.0,6459.9984639,0.99,6395.398479261001
1,5175.130742,11451.54387,94506.44951,5,759,0,4.806054928753285e-09,2.238476634857857e-05,0.0,0.0,0.0,0.0
1,5461.278743,7678.078716,85425.38169,5,632,0,9.960090755284957e-09,4.8955348728169695e-05,0.0,0.0,0.0,0.0
5,6151.142686,25984.54022,89101.90415,2,558,1,0.9999999986437131,5536.028409891558,1.0,5536.0284174,1.0,5536.0284174
1,4848.555171,5970.712811,66670.22857,5,660,0,4.0732531228684706e-08,0.00017774453242508237,0.0,0.0,0.0,0.0
1,1492.292553,3388.024438,28279.18333,3,633,0,0.00025075761395368433,0.3367833479200188,0.0,0.0,0.005,6.7153164885
5,5061.135916,21023.69821,73239.89384,5,653,1,0.9999920105891158,4554.985932455063,1.0,4555.0223244,0.995,4532.247212778
1,3327.801345,8548.855657,80772.2534,6,672,0,3.7876957435413245e-09,1.1344229090826835e-05,0.0,0.0,0.0,0.0
3,2085.445688,10476.48381,59598.66131,8,694,0,6.907164500797906e-05,0.12964064782046097,0.0,0.0,0.035,65.69153917199999
0,3055.605549,7123.916725,90021.65453,5,614,0,5.571041846411917e-11,1.532061574164671e-07,0.0,0.0,0.0,0.0
1,4095.944748,7227.435794,54293.81848,3,652,0,4.936971632518597e-05,0.1819940672631558,0.0,0.0,0.0,0.0
2,3605.721924,11020.71486,80151.30865,8,705,0,3.6897483492527975e-08,0.0001197378586524926,0.0,0.0,0.0,0.0
5,2958.200911,12752.72402,41682.45011,7,608,1,0.9993808272147976,2660.732346152473,1.0,2662.3808199,0.82,2183.152272318
3,3155.402597,9880.034663,49030.86904,5,639,0,0.14726532837112577,418.2132596312772,0.0,0.0,0.075,212.98967529749999
1,5185.974584,11697.5215,100248.2978,6,709,0,9.248797628002901e-10,4.316762648824427e-06,0.0,0.0,0.0,0.0
0,3891.818612,2203.173904,63885.97442,7,693,0,5.961093602956564e-13,2.0879545528674446e-09,0.0,0.0,0.0,0.0
0,4397.856242,7068.303608,84865.99745,6,613,0,2.671731145627353e-11,1.0574900546168758e-07,0.0,0.0,0.0,0.0
0,1842.146583,1761.747368,34079.15972,1,636,0,1.085735442366641e-05,0.01800075451677931,0.0,0.0,0.005,8.2896596235
2,5164.430161,6421.567001,74164.90788,7,671,0,2.071126323516555e-08,9.626568527168946e-05,0.0,0.0,0.0,0.0
1,2730.915243,9022.308061,78997.46742,6,740,0,2.1317306005905075e-09,5.239418032009946e-06,0.0,0.0,0.0,0.0
1,3688.940361,9267.791253,76629.67873,5,677,0,8.530235080716037e-08,0.00028320775630264334,0.0,0.0,0.005,16.6002316245
1,2679.855404,6167.167076,55297.8711,5,703,0,1.6156238781159426e-07,0.0003896674542540401,0.0,0.0,0.0,0.0
4,7041.149918,19960.30888,87477.4783,3,530,1,0.9999561701135665,6336.75717467886,1.0,6337.0349262,0.99,6273.664576938
0,5870.547176,4432.703884,91952.25042,3,667,0,4.641216977027575e-11,2.452183489592324e-07,0.0,0.0,0.0,0.0
0,5957.574122,5425.554652,77583.48388,4,623,0,7.046529096147484e-10,3.778219745381547e-06,0.0,0.0,0.0,0.0
0,3543.04204,1908.981198,60670.37683,4,679,0,2.0564940364562742e-10,6.557620343556484e-07,0.0,0.0,0.0,0.0
0,3857.340486,3290.320625,77903.38542,3,634,0,3.913579305910677e-10,1.3586407111674931e-06,0.0,0.0,0.0,0.0
1,4541.892505,9326.234685,81752.33518,7,692,0,8.088380117423595e-10,3.306289772962552e-06,0.0,0.0,0.0,0.0
4,4613.898197,15704.62651,73416.11149,5,583,1,0.9843843179162689,4087.664126630054,1.0,4152.508377300001,0.985,4090.2207516405006
1,3549.428545,6672.657778,70221.03623,5,604,0,1.0812879784731443e-07,0.00034541589745421317,0.0,0.0,0.0,0.0
0,2477.558532,819.6527739,59549.72765,7,618,0,1.4956662771021025e-12,3.3350406712730913e-09,0.0,0.0,0.0,0.0
0,7442.89562,8539.721527,132397.8103,5,701,0,1.6280633092102837e-14,1.0905754745883534e-10,0.0,0.0,0.0,0.0
0,5505.504105,5388.183021,83815.61179,4,620,0,2.168885120861387e-10,1.0746725342558208e-06,0.0,0.0,0.0,0.0
0,5480.9446,5013.833947,70202.2263,3,586,0,2.2307474215547056e-08,0.00011003942730720769,0.0,0.0,0.0,0.0
1,4379.556894,6895.11199,66764.16367,6,666,0,1.4017463785545703e-08,5.525125214254383e-05,0.0,0.0,0.0,0.0
0,3689.903588,4145.849315,71507.19573,4,616,0,6.952500882599367e-10,2.3088652157048912e-06,0.0,0.0,0.0,0.0
1,1212.720065,1970.855313,21997.69895,6,607,0,1.9082411484699787e-06,0.002082746096647369,0.0,0.0,0.0,0.0
0,3487.51427,2083.645969,62156.58264,5,636,0,7.210514875572813e-11,2.2632096170346719e-07,0.0,0.0,0.0,0.0
5,8048.848585,41978.36884,116584.1308,5,513,1,0.9999999999920344,7243.963726442297,1.0,7243.9637265,0.99,7171.524089235
0,5453.522902,1321.182038,92270.11196,3,668,0,2.4421333601444785e-12,1.1986407188357515e-08,0.0,0.0,0.0,0.0
1,1639.238165,3381.888346,40093.68777,4,668,0,2.3896051925123577e-06,0.003525418827763586,0.0,0.0,0.01,14.753143485
5,5881.383143,18830.49694,75519.67058,3,601,1,0.9999990375617819,5293.239734278879,1.0,5293.2448287,1.0,5293.2448287
5,4469.086873,23735.80778,77472.29941,1,663,1,0.9999999983069188,4022.1781788901253,1.0,4022.1781857,1.0,4022.1781857
0,6985.833862,6472.158241,111432.0045,5,562,0,1.827008645860043e-12,1.148686097797427e-08,0.0,0.0,0.0,0.0
0,1764.284308,3680.439491,54109.7552,2,617,0,3.5527768382493264e-07,0.0005641297582994227,0.0,0.0,0.0,0.0
0,4578.81407,5751.724926,86589.35883,6,644,0,3.224032542265654e-12,1.3286021009997461e-08,0.0,0.0,0.0,0.0
2,2985.74883,5598.598939,63174.569,9,645,0,3.4200823966579657e-09,9.190356312892606e-06,0.0,0.0,0.0,0.0
2,3310.630104,8614.858685,65805.16814,7,722,0,2.5145140866294597e-07,0.0007492163428914798,0.0,0.0,0.0,0.0
1,2649.589144,3473.633097,36836.93473,6,615,0,4.2451736240958565e-07,0.0010123169353919567,0.0,0.0,0.0,0.0
5,4869.557942,27086.14359,89236.44041,4,637,1,0.9999999169337668,4382.601783753748,1.0,4382.6021478,1.0,4382.6021478
5,5673.6615,26857.78467,96534.11663,4,480,1,0.9999999811065178,5106.295253524299,1.0,5106.29535,1.0,5106.29535
3,2903.36589,9401.184536,49821.62992,4,749,0,0.061633733206388513,161.05075079830985,1.0,2613.029301,0.225,587.931592725
0,4871.100079,6619.755852,87203.59129,3,558,0,6.467089649459161e-09,2.835165681214254e-05,0.0,0.0,0.0,0.0
3,6761.506636,20075.17457,102801.1803,5,631,0,0.09612999091009138,584.9852143114823,0.0,0.0,0.17,1034.510515308
0,4405.502187,6153.162444,67416.08456,2,561,0,9.388067911252942e-07,0.003722323834325642,0.0,0.0,0.005,19.824759841500004
3,4119.955033,14756.16813,74362.76621,6,679,0,0.01042454889453453,38.65380541631292,0.0,0.0,0.135,500.5745365095001
4,4323.117154,15718.5536,73461.07992,4,618,1,0.9945659869396628,3869.6627510314165,1.0,3890.8054386,0.985,3832.443357021
0,3812.974698,733.5588212,73355.88212,6,581,0,1.2912924808572205e-12,4.431299001503608e-09,0.0,0.0,0.0,0.0
5,4589.09467,16765.32222,66566.07659,3,511,1,0.9999997775245144,4130.184284135042,1.0,4130.185203000001,1.0,4130.185203000001
2,6462.000876,13846.85932,93781.58831,5,684,0,1.2515719315162204e-05,0.07278893026051346,0.0,0.0,0.0,0.0
2,5476.273236,11174.62612,78709.40753,6,638,0,7.469241387765648e-06,0.036813246034540066,0.0,0.0,0.0,0.0
0,3794.737457,4370.841548,52816.34504,3,689,0,4.140099827970425e-08,0.00014139532703626767,0.0,0.0,0.0,0.0
0,4356.188031,4522.265523,65887.20297,5,637,0,3.405169442466567e-10,1.3350202531919822e-06,0.0,0.0,0.0,0.0
1,5220.034711,10654.48359,102527.2533,5,656,0,3.7164202968792663e-09,1.7459858655337225e-05,0.0,0.0,0.0,0.0
2,4926.94761,10650.81867,70220.47328,5,748,0,1.5464398070793603e-05,0.06857305120348664,0.0,0.0,0.0,0.0
0,3109.503315,3030.364969,66510.86272,4,511,0,4.711267643785489e-09,1.3184732120582894e-05,0.0,0.0,0.0,0.0
1,1931.179431,4534.401806,40142.23533,5,655,0,1.5366144184481046e-06,0.002670730342456506,0.0,0.0,0.0,0.0
0,6544.081795,6514.213953,84073.32646,4,698,0,1.3640700079360731e-10,8.033927135435966e-07,0.0,0.0,0.0,0.0
5,2469.514731,22454.16162,78004.83961,3,558,1,0.9999999702934412,2222.5631918752943,1.0,2222.5632579000003,0.985,2189.2248090315
3,2499.820929,7755.977225,43396.67053,5,659,0,0.04503721895961614,101.32648428528363,0.0,0.0,0.055,123.7411359855
1,6156.464373,10807.08485,91817.73869,5,650,0,3.816884873475453e-08,0.00021148664165454814,0.0,0.0,0.0,0.0
5,4298.327026,19769.78712,73853.68499,6,529,1,0.9999844126089867,3868.434023666349,1.0,3868.4943234,1.0,3868.4943234
0,5035.405136,7319.953132,85083.21328,3,559,0,1.811208990547966e-08,8.208153948037144e-05,0.0,0.0,0.0,0.0
3,4149.558504,12611.42901,68989.27516,4,676,0,0.12621693901230455,471.37011536462194,0.0,0.0,0.205,765.593543988
0,6587.394629,7259.483132,82031.74728,4,666,0,7.353333177942553e-10,4.359537673346365e-06,0.0,0.0,0.0,0.0
0,3497.605289,5257.022571,55789.10097,3,623,0,1.859474378762364e-07,0.0005853336679727311,0.0,0.0,0.0,0.0
3,5413.675482,17975.19009,85975.65683,2,595,1,0.992538912082533,4835.955215944946,1.0,4872.3079338,1.0,4872.3079338
5,3082.366603,13886.47219,50908.7691,6,586,1,0.99985837441329,2773.737054919255,1.0,2774.1299427,0.99,2746.388643273
5,4861.909904,20169.45334,66156.48616,4,610,1,0.9999996491457629,4375.717378360479,1.0,4375.718913600001,1.0,4375.718913600001
0,4504.157237,4550.585638,66449.60373,3,649,0,8.356050427045603e-09,3.387326850334296e-05,0.0,0.0,0.0,0.0
2,2811.6117,9109.13079,62766.96655,8,680,0,2.654446985085428e-07,0.0006716946780266323,0.0,0.0,0.0,0.0
2,6506.604886,11626.59551,74760.34905,5,617,0,0.00021756831405640332,1.2740679497503586,0.0,0.0,0.005,29.279721987
5,4489.184508,20255.22384,60186.58663,3,550,1,0.9999999941356874,4040.2660335066175,1.0,4040.2660572000004,1.0,4040.2660572000004
0,3138.626946,677.1779234,67717.79234,7,536,0,1.4129519562815097e-12,3.991256175049704e-09,0.0,0.0,0.0,0.0
5,3123.349544,15389.64674,51230.56398,8,667,1,0.994024260786642,2794.216699487606,1.0,2811.0145896000004,0.865,2431.5276200040003
0,5190.549673,1607.248931,70017.71075,2,603,0,4.205082036449212e-09,1.964401847030667e-05,0.0,0.0,0.0,0.0
2,5616.069979,15651.92741,92563.01135,2,586,0,0.08987188074613364,454.25409427316634,0.0,0.0,0.2,1010.8925962200001
5,3611.732541,22221.27307,71605.85018,4,598,1,0.9999998717662151,3250.5588700684793,1.0,3250.5592868999997,1.0,3250.5592868999997
0,4759.640329,1858.122818,76166.58571,6,652,0,5.701552361041386e-13,2.4423604699965975e-09,0.0,0.0,0.0,0.0
5,3703.816101,17699.90947,59680.86485,6,642,1,0.9999353079563512,3333.2188442104143,1.0,3333.4344909,0.975,3250.0986286274997
0,4355.609814,7214.553356,80724.56743,3,685,0,3.188943200335607e-09,1.2500813069703306e-05,0.0,0.0,0.0,0.0
0,3136.403561,3087.738958,57318.21955,6,628,0,8.926202926786818e-11,2.519655718120452e-07,0.0,0.0,0.0,0.0
5,4110.596342,15817.48591,59976.81892,3,636,1,0.9999982636250829,3699.530284017256,1.0,3699.5367078,1.0,3699.5367078
0,2976.601321,510.2035139,51020.35139,2,661,0,1.6135959584476163e-08,4.322728675327892e-05,0.0,0.0,0.0,0.0
0,2249.282241,4367.734923,44596.38184,4,680,0,3.68862346021662e-08,7.467079718521093e-05,0.0,0.0,0.0,0.0
1,2994.769009,5553.516453,48510.02795,5,715,0,2.684227612067038e-07,0.0007234777499148397,0.0,0.0,0.0,0.0
0,6616.686545,986.753993,98675.3993,7,672,0,4.804435966139778e-16,2.8610502132124028e-12,0.0,0.0,0.0,0.0
5,3430.050747,18504.33879,57923.5737,6,701,1,0.999929603580375,3086.828355337451,1.0,3087.0456722999998,0.865,2670.2945065394997
0,2993.556103,2937.980478,54870.61566,4,577,0,1.087380973489159e-08,2.9296223545270977e-05,0.0,0.0,0.0,0.0
0,5553.450552,6948.724696,81301.67389,5,685,0,7.218004051470348e-11,3.607634572557862e-07,0.0,0.0,0.0,0.0
3,5052.951021,15100.03224,77909.06229,3,590,1,0.8920492961637541,4056.7332616496756,1.0,4547.6559189,0.995,4524.9176393054995
4,3030.290319,13332.21926,47322.91875,1,531,1,0.9999996348099304,2727.260291131261,1.0,2727.2612871,1.0,2727.2612871
3,4752.77734,23016.58935,105622.9854,5,613,0,0.5367839862779883,2296.093289811204,1.0,4277.499605999999,0.56,2395.39977936
1,4308.483,6722.099901,70094.84815,7,613,0,3.0589171270956124e-09,1.1861363196450258e-05,0.0,0.0,0.0,0.0
1,3822.395362,6080.882611,60240.08885,5,730,0,3.72221537230285e-08,0.00012805000897909969,0.0,0.0,0.0,0.0
1,1043.595975,2337.743859,20150.80071,5,657,0,8.245766586994702e-06,0.0077447239388794414,0.0,0.0,0.01,9.392363775
0,5021.799174,6011.51424,73373.25568,3,649,0,8.837897798654827e-09,3.994393307866311e-05,0.0,0.0,0.0,0.0
0,5230.784397,3358.662667,72373.99867,3,656,0,8.364750381952148e-10,3.937878520444358e-06,0.0,0.0,0.0,0.0
0,5233.314721,2816.443632,103368.1427,4,688,0,1.372760216852698e-13,6.465677626132539e-10,0.0,0.0,0.0,0.0
5,5166.789359,30758.14262,89335.8922,4,602,1,0.999999998517197,4650.110416204803,1.0,4650.110423100001,1.0,4650.110423100001
0,6058.666417,10194.79275,112514.6218,4,604,0,1.0885363660494158e-10,5.935570852200133e-07,0.0,0.0,0.0,0.0
0,780.6906018,1466.226705,14452.73706,3,670,0,4.970453419544781e-06,0.0034923476441909547,0.0,0.0,0.0,0.0
0,2120.402105,2315.68631,36556.23277,4,732,0,9.424158241536222e-09,1.7984704475885856e-05,0.0,0.0,0.0,0.0
4,1774.633528,8603.184577,33676.87791,4,511,1,0.9997083577318921,1596.7043728675505,1.0,1597.1701752000001,1.0,1597.1701752000001
1,4187.730634,6105.965209,69501.58858,5,744,0,5.16545647387036e-09,1.946838628279847e-05,0.0,0.0,0.0,0.0
0,7015.995026,5652.111928,92523.20648,3,591,0,5.844162679470778e-10,3.6902354661271625e-06,0.0,0.0,0.0,0.0
5,6731.076791,33152.47047,108097.7139,3,742,1,0.9999999864612417,6057.969029882621,1.0,6057.969111900001,0.98,5936.809729662001
4,3336.450363,13465.5865,51250.14974,3,556,1,0.9999641313271196,3002.697620058013,1.0,3002.8053267,1.0,3002.8053267
0,3035.687469,4725.48281,50376.18673,3,666,0,1.3542152454363453e-07,0.00036998768258098854,0.0,0.0,0.0,0.0
0,3534.968183,4338.700449,57646.06045,6,728,0,3.923092115694013e-11,1.2481205227160842e-07,0.0,0.0,0.0,0.0
1,4900.89673,9397.370363,94644.21795,6,629,0,1.496600588234863e-09,6.601216436096686e-06,0.0,0.0,0.0,0.0
0,4811.130871,7904.40721,83253.78467,3,665,0,5.599719706868155e-09,2.4246885915594405e-05,0.0,0.0,0.0,0.0
0,4490.825927,663.6213734,66362.13734,8,665,0,2.814612435172894e-14,1.1375941048497935e-10,0.0,0.0,0.0,0.0
0,3150.039315,5931.93827,64477.49866,3,684,0,2.0241729102813236e-08,5.7386018229697234e-05,0.0,0.0,0.0,0.0
3,2201.919098,8702.005621,53309.22371,6,583,0,0.012531590719374645,24.834194039979533,0.0,0.0,0.015,29.725907823
5,5742.279911,22148.8414,83127.52573,2,591,1,0.9999999718246958,5168.051774288565,1.0,5168.0519199,1.0,5168.0519199
0,1566.088637,1432.743572,26531.93234,2,586,0,1.4951476329707714e-05,0.021073803467696745,0.0,0.0,0.0,0.0
5,4973.534646,25252.5309,90710.96485,5,551,1,0.9999993588955922,4476.178311700514,1.0,4476.1811814,1.0,4476.1811814
5,3853.551637,13794.93947,44182.39056,3,620,1,0.9999995838139084,3468.1950298848647,1.0,3468.1964733,1.0,3468.1964733
3,2864.970869,14125.79723,70581.41346,5,703,0,0.03934173686595211,101.44163705113455,0.0,0.0,0.125,322.30922276250004
0,2233.013839,1172.114406,37725.26186,3,635,0,9.981338727249853e-08,0.00020059620758726014,0.0,0.0,0.0,0.0
0,4176.678136,2875.619535,49886.56723,3,641,0,4.7279745901964005e-08,0.00017772505288593182,0.0,0.0,0.0,0.0
0,3584.904141,2006.355756,51704.73326,5,609,0,8.17451878488666e-10,2.6374379618360227e-06,0.0,0.0,0.0,0.0
1,6360.292292,12456.45229,98032.41352,5,649,0,5.49162603205948e-08,0.0003143551205002901,0.0,0.0,0.0,0.0
1,4229.856722,8465.017399,74090.83242,5,570,0,5.350484046398425e-07,0.0020368602818650926,0.0,0.0,0.0,0.0
0,4740.622856,5948.782157,77859.31598,4,500,0,1.0759337230228203e-08,4.59053639901284e-05,0.0,0.0,0.0,0.0
1,3337.668166,3930.364437,50348.63841,6,691,0,1.2088653953402827e-08,3.6313123923056396e-05,0.0,0.0,0.0,0.0
0,6497.219051,9015.379962,124317.1693,4,610,0,3.644381853823765e-12,2.131051248880422e-08,0.0,0.0,0.0,0.0
0,4368.719922,5908.59739,77887.17404,6,689,0,7.99635368629753e-12,3.144044668741755e-08,0.0,0.0,0.0,0.0
5,4278.415702,15889.75436,58272.12723,3,600,1,0.9999994163697428,3850.571884488429,1.0,3850.5741318000005,1.0,3850.5741318000005
0,3966.797141,6653.869086,76245.84165,4,588,0,4.889917508806507e-09,1.7457579714293543e-05,0.0,0.0,0.0,0.0
0,3814.131367,793.7420757,62086.93698,3,574,0,2.510395204689081e-09,8.617479384393908e-06,0.0,0.0,0.0,0.0
1,3850.06869,4111.974283,65712.43585,7,681,0,1.6977128256807035e-10,5.882679895288234e-07,0.0,0.0,0.0,0.0
1,2096.288272,6385.588631,60036.98075,7,534,0,6.077151140702499e-08,0.00011465514597083463,0.0,0.0,0.005,9.433297224
1,3954.180678,8705.849251,84669.18017,5,631,0,2.7530659135692396e-08,9.797508036626315e-05,0.0,0.0,0.0,0.0
